,uuid,entity_def_id,deleted_at
168,61e7398e-1fb1-e452-e365-e5ceced7d79e,job,2017-12-22 19:58:27+00:00
169,16c764f8-c6a1-4a04-8b96-a63a973fb782,organization,2017-12-22 19:58:53+00:00
170,8e2436fd-3151-4432-a0ff-93984fa5925e,organization,2017-12-22 20:00:07+00:00
171,f7672a6d-8f63-40b6-a0f1-81e4c26eda33,organization,2017-12-22 20:01:09+00:00
172,7c913e34-ff18-6c45-9441-b5a170601ac1,investment,2017-12-22 20:11:52+00:00
173,b5b89036-1d5d-44d9-aba3-ee0216494e69,job,2017-12-22 20:24:40+00:00
174,379235db-5d2c-b05d-64b3-d2e25fe4f05f,job,2017-12-22 20:25:28+00:00
175,ec20021b-b60c-15e8-9776-a514743249e4,job,2017-12-22 20:31:23+00:00
176,82622fc3-ce9e-49c2-a9da-185ba1619644,job,2017-12-22 20:40:06+00:00
177,2f7e3eaf-4a75-8164-db14-914b4880a7a7,job,2017-12-22 20:44:54+00:00
178,784a12ef-0563-40ce-3867-6d1465e8320d,job,2017-12-22 21:03:45+00:00
179,9b84fc76-32b8-92a4-60f0-eb9e070152b9,job,2017-12-22 21:06:05+00:00
180,d4bb0af4-4e37-4c64-a54a-23b0ddbcf4f3,person,2017-12-22 21:21:58+00:00
181,b3c21f5e-44cf-40b0-ba1e-d48f55823e21,person,2017-12-22 21:22:49+00:00
182,1bba7c99-564e-40ea-a7ed-84706ba01f97,organization,2017-12-22 21:23:03+00:00
183,1fadfeb9-eb25-41da-bf52-ab578601a0e2,job,2017-12-22 21:23:03+00:00
184,6599fa09-9ccb-f836-0d80-6f821a3e83ff,organization,2017-12-22 21:23:18+00:00
185,cf0f1359-6e3c-4b83-8c50-bd006d163161,person,2017-12-22 21:25:08+00:00
186,035c274c-acfd-42bd-aa69-b61ca80b2dac,organization,2017-12-22 21:26:00+00:00
187,06c6567f-2b6c-4125-9cdb-f6cd0b25155e,person,2017-12-22 21:26:43+00:00
188,7c3a252d-5974-4249-9e97-98f7c4c9ba68,organization,2017-12-22 21:27:37+00:00
189,4bc53265-a2a6-a171-b108-d2250549e0e0,organization,2017-12-22 21:29:08+00:00
190,91039443-3ae9-4aeb-bc85-6a245d2bd93c,press_reference,2017-12-22 21:29:08+00:00
191,468d7bfb-c867-019c-bbf9-230a65563918,person,2017-12-22 21:30:21+00:00
192,2e5592da-d6db-4e2a-a280-1212e2f64824,organization,2017-12-22 21:30:37+00:00
193,c0036727-cb52-e59d-9906-6f595883cc73,organization,2017-12-22 21:34:14+00:00
194,0cbd1db8-2d20-42c2-a9ee-28a53ca67475,organization,2017-12-22 21:35:21+00:00
195,a5bb7596-467d-4de9-a452-8e7fa96c057a,organization,2017-12-22 21:35:42+00:00
196,079cc2cb-903b-482c-a6ca-f3e3069c8b30,organization,2017-12-22 21:36:28+00:00
197,266be9cf-4ec3-483d-9a68-1d12bcd8cb03,organization,2017-12-22 21:37:17+00:00
198,53cd1fcd-2b98-290d-0ec4-60c82eea0ecc,organization,2017-12-22 21:38:35+00:00
199,78b5949a-f8a1-fa23-9e8e-a1ecec87520a,person,2017-12-22 21:38:50+00:00
200,afa50fd3-4d76-46e2-81ef-f670087fba9f,organization,2017-12-22 21:39:05+00:00
201,8670ecb0-b954-e0ac-e20b-342d0e7cb087,organization,2017-12-22 21:40:13+00:00
202,3903fc40-4d8f-45f0-b3c5-16bd65cc26db,organization,2017-12-22 21:41:16+00:00
203,c43a7014-a04a-46f8-acec-e64a9350b363,organization,2017-12-22 21:42:20+00:00
204,bdb125ca-d277-48aa-aec7-a1edd125f2b4,organization,2017-12-22 21:43:13+00:00
205,76b38f62-8448-4147-9f96-521455355a4c,organization,2017-12-22 21:44:06+00:00
206,c6081ebb-18a8-e852-18d5-b4b63eefd680,organization,2017-12-22 21:44:51+00:00
207,22cb3ad1-8361-4b54-b089-8f4c5228dcc7,organization,2017-12-22 21:45:09+00:00
208,fbce939f-78c1-4de0-a248-732c0aa9ceb6,person,2017-12-22 21:45:25+00:00
209,65930e7f-e635-41ca-b5d3-67be5f2bde41,organization,2017-12-22 21:46:24+00:00
210,9633d342-1caf-6602-257c-e4ac06dd0a8e,organization,2017-12-22 21:47:47+00:00
211,bfc64fd9-2c25-949e-88c8-4379f0666cba,organization,2017-12-22 21:48:02+00:00
212,cf94a47c-8bc0-47c4-8c7f-da503af0d202,organization,2017-12-22 21:49:06+00:00
213,1e44b10c-3e3f-38e0-0675-68be6665cf0c,organization,2017-12-22 21:49:21+00:00
214,024da0c4-59ab-419e-a60a-0617ccc24b95,organization,2017-12-22 21:50:52+00:00
215,7cf7bcf8-0a64-4ddd-b7aa-d6e94f13dbae,organization,2017-12-22 21:51:50+00:00
216,685f8073-b63a-ff38-a7ef-674ec8775ab6,organization,2017-12-22 21:52:24+00:00
217,a569e130-fbea-6bb2-b111-b065f58ed348,organization,2017-12-22 21:52:45+00:00
218,d8c7971d-0052-25d6-79e1-c68ce17ea9e0,organization,2017-12-22 21:53:07+00:00
219,f3bc57c4-be12-d6e8-d53a-8d3c2d9d3036,job,2017-12-22 21:57:43+00:00
220,a008a060-5a04-6fca-a272-f8c2201c0507,person,2017-12-22 22:12:07+00:00
221,34e1de90-3fbb-4645-803f-1eadba4dbe98,job,2017-12-22 22:13:15+00:00
222,494d74c9-295d-42d7-aa9c-2a9102953ced,event_appearance,2017-12-22 22:20:11+00:00
223,c20ae6de-f41d-47e4-9c7e-b6108c45866c,person,2017-12-22 22:21:43+00:00
224,d74341c1-97c9-7da1-467e-9ef6b8876ceb,job,2017-12-22 22:21:50+00:00
225,11e9ace4-d586-4b78-a8e0-377fbc61c406,press_reference,2017-12-22 22:30:23+00:00
226,d5cdaeda-b8ac-4ae9-8170-0d88ba4629af,funding_round,2017-12-22 22:32:08+00:00
227,4ad7b446-5fc0-43f1-78e5-2f94c3b87c4e,organization,2017-12-22 22:38:42+00:00
228,b895d959-1a25-4c6a-83b4-3b899199db40,person,2017-12-22 22:48:32+00:00
229,bceffeee-84ec-4052-b85c-a4ece647fef0,organization,2017-12-22 22:48:46+00:00
230,6680c465-6242-946e-296a-7d8eff8b68e8,organization,2017-12-22 22:49:07+00:00
231,97002f91-9244-877d-bf0c-4ef871a6ed93,press_reference,2017-12-22 22:49:07+00:00
232,55bb3189-4962-8dee-a6ee-d69ec260df36,organization,2017-12-22 22:49:25+00:00
233,b836ea2a-ea28-4a24-a2d8-0bca1267160e,person,2017-12-22 22:50:09+00:00
234,86b7c94b-3058-adf3-3dc9-96a5750e5110,organization,2017-12-22 22:50:22+00:00
235,a517c3b7-b88b-730a-ae43-7cea668d31c1,person,2017-12-22 22:50:32+00:00
236,ef528cf3-947a-483a-9ae3-68378c801190,organization,2017-12-22 22:52:36+00:00
237,9d254d04-2ea6-4e1f-9e80-19999285cdc4,organization,2017-12-22 22:53:15+00:00
238,9a269d58-0e9f-4964-97ed-2869f481fff8,organization,2017-12-22 22:53:46+00:00
239,df301101-c96a-b127-b9ee-d1ffbe5899bf,organization,2017-12-22 22:54:11+00:00
240,bc631467-e559-4f0f-96da-5688c0753381,organization,2017-12-22 22:55:02+00:00
241,9f9e52e5-87a1-47b7-bf3d-97cfe78d1cd0,investment,2017-12-22 22:55:14+00:00
242,e8b149e9-a8fc-382c-b4b2-f1da9c71e798,funding_round,2017-12-22 22:55:14+00:00
243,a88e5488-2ee2-e9b1-fef4-32e4d834bee3,organization,2017-12-22 22:56:05+00:00
244,2c82e218-96c3-24ce-cb3c-870147250130,press_reference,2017-12-22 22:56:49+00:00
245,324abac5-ff3e-6687-7df0-198467cc1c09,acquisition,2017-12-22 22:56:49+00:00
246,bb950e9c-0f9b-3ae0-0d78-99da5f5ea16e,organization,2017-12-22 22:56:53+00:00
247,b4397f3a-d7cc-d9ff-04a8-2abccb916b0a,organization,2017-12-22 22:57:08+00:00
248,ca788707-c4b3-4150-a323-5e77bfb7587d,person,2017-12-22 22:58:02+00:00
249,a0c44f94-ac3a-4dc1-8c76-37b707bbde7d,organization,2017-12-22 22:58:49+00:00
250,b4f2f217-c13e-4a14-a184-88ace105cc4c,organization,2017-12-22 22:59:42+00:00
251,b0a32171-97f6-d109-8477-76000d5534d2,organization,2017-12-22 23:00:01+00:00
252,1b4e23e2-ced3-0ccc-b73a-8f3e1307ea93,person,2017-12-22 23:00:36+00:00
253,666599c5-6810-4afe-914d-88d5586f9e7e,organization,2017-12-22 23:02:45+00:00
254,04634518-991a-97e7-a025-0132b04ec724,organization,2017-12-22 23:03:38+00:00
255,614b980d-368d-4209-ac5f-8236280fa6b0,person,2017-12-22 23:04:39+00:00
256,dbdf6daa-ebfa-8015-973e-4e847bbd4c77,job,2017-12-22 23:05:41+00:00
257,89a9a26b-3836-25aa-ea7c-b8a57e8961c2,job,2017-12-22 23:06:06+00:00
258,8e5c5294-c920-23a5-ea3c-631bf936fbe4,organization,2017-12-22 23:06:09+00:00
259,fa6add47-69a9-cca5-32dd-689f8728c7a0,job,2017-12-22 23:06:29+00:00
260,2a63bbed-f34a-4d02-94a3-e01a6b9846b1,organization,2017-12-22 23:07:02+00:00
261,72e4faa0-db91-4b71-a96f-7830c35140ce,organization,2017-12-22 23:08:15+00:00
262,13519811-1af6-4d85-b257-25b7f9088f53,organization,2017-12-22 23:08:26+00:00
263,6e528b76-318e-4183-9555-d2ea2cb0e85d,person,2017-12-22 23:10:09+00:00
264,0a025b4d-32dc-42c6-bb6f-b123dd3b5bad,organization,2017-12-22 23:10:16+00:00
265,1aa145f6-82a9-87f6-e164-fc33ec05c76c,organization,2017-12-22 23:10:47+00:00
266,78d2c73b-55a0-c3b7-eb58-13c1cb05e041,organization,2017-12-22 23:11:07+00:00
267,68cdc60b-91ae-4e84-aab4-028b8ded46b0,organization,2017-12-22 23:25:10+00:00
268,6d59a59e-5ae6-425a-884c-bc7a08b66f6f,organization,2017-12-22 23:26:38+00:00
269,4e0ab639-f230-4f94-9744-5f2ce88d70e4,organization,2017-12-22 23:27:24+00:00
270,b85fbdb1-71aa-472f-b0ce-b9dfe19e74e0,organization,2017-12-22 23:28:44+00:00
271,8833a692-6dd6-4e8f-b83f-2e55e33b1c9c,organization,2017-12-22 23:28:54+00:00
272,d5e3b04a-9faa-4676-9bed-13172b2d25c2,organization,2017-12-22 23:29:07+00:00
273,ad00a530-de94-4e1a-a759-07331a1b01a9,organization,2017-12-22 23:29:16+00:00
274,54f9d31c-4a04-924a-11e5-58c646a1026b,organization,2017-12-22 23:30:26+00:00
275,a7cdc37b-70b3-a5ef-8cb6-7bc305a5cc6d,job,2017-12-22 23:30:26+00:00
276,32e43721-0348-46ec-8ed9-0a1bb4e6ef1a,organization,2017-12-22 23:30:40+00:00
277,47193b73-858c-6436-0d30-cfcadd19c7a5,organization,2017-12-22 23:32:50+00:00
278,acf24f1c-7d9e-9c5b-2161-7fb477b028f7,press_reference,2017-12-22 23:32:50+00:00
279,cc24351d-35e7-4db4-b513-bdb5bfadfd3c,organization,2017-12-22 23:33:49+00:00
280,fda69b90-5556-afbe-7f9b-db5be34f5fed,organization,2017-12-22 23:34:07+00:00
281,8accf2ee-1981-45d2-03ad-d4785cd25e7f,person,2017-12-22 23:34:23+00:00
